category,productStatus,image,_id,price,SKU,productCode,type,description,brand,stock,__v,createdAt,updatedAt
"normal","active","/products/product_placeholder.png","5cb674801156a35006620c98",7,"1734","1734","WOMEN REGULAR","FANCY NIGHT 1.7EDP","JESSICA SIMPSON",10,0,"2019-04-17T00:34:09.117Z","2019-04-17T00:34:09.117Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620c99",57,"1736","1736","WOMEN REGULAR","ARMANI CODE 2.5EDP","GIORGIO ARMANI",6,0,"2019-04-17T00:34:09.117Z","2019-04-17T00:34:09.117Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620c9b",22,"1756","1756","WOMEN REGULAR","JUICY COUTURE VIVA LA JUICY 1.7EDP","JUICY COUTURE",10,0,"2019-04-17T00:34:09.117Z","2019-04-17T00:34:09.117Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620c9c",35,"1763","1763","WOMEN REGULAR","COACH LOVE 1.7EDP","COACH",12,0,"2019-04-17T00:34:09.117Z","2019-04-17T00:34:09.117Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620c9d",16,"1772","1772","WOMEN REGULAR","BRITNEY SPEARS FANTASY EDITION ANNIVERSARY 3.3EDP","BRITNEY SPEARS",5,0,"2019-04-17T00:34:09.117Z","2019-04-17T00:34:09.117Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620c9e",52,"1777","1777","WOMEN REGULAR","GUCCI FLORA GEORGEOUS GARDENIA 3.3EDT","GUCCI",12,0,"2019-04-17T00:34:09.117Z","2019-04-17T00:34:09.117Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620c9f",13,"1794","1794","WOMEN REGULAR","JOAN VASS PINK ROSE L'EAU DE OPALE 3.4 EDP","JOAN VASS",10,0,"2019-04-17T00:34:09.117Z","2019-04-17T00:34:09.117Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ca0",20,"1830","1830","WOMEN REGULAR","DKNY BE DELICIOUS 1.7EDP","DONNA KAREN",12,0,"2019-04-17T00:34:09.117Z","2019-04-17T00:34:09.117Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ca1",60,"1832","1832","WOMEN REGULAR","MARC JACOBS DECADENCE  3.4EDP","MARC JACOBS",3,0,"2019-04-17T00:34:09.117Z","2019-04-17T00:34:09.117Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ca2",15,"1838","1838","WOMEN REGULAR","JUICY COUTURE COUTURE 1.7EDP","JUICY COUTURE",4,0,"2019-04-17T00:34:09.117Z","2019-04-17T00:34:09.117Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ca3",35,"1856","1856","WOMEN REGULAR","MICHEAL KORS ROSE RADIANT GOLD 1.7EDP","MICHAEL KORS",10,0,"2019-04-17T00:34:09.117Z","2019-04-17T00:34:09.117Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ca4",45,"1876","1876","WOMEN REGULAR","ESTEE LAUDER PLEASURES 3.4EDP","ESTEE LAUDER",7,0,"2019-04-17T00:34:09.117Z","2019-04-17T00:34:09.117Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ca5",32.5,"1885","1885","WOMEN REGULAR","CK EUPHORIA 3.4EDP","CALVIN KLEIN",13,0,"2019-04-17T00:34:09.117Z","2019-04-30T19:39:55.683Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ca7",25,"1892","1892","WOMEN REGULAR","CATHERINE MALANDRINO STYLE DE PARIS  3.4EDP","CATHERINE MALANDRINO",10,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ca8",25,"1893","1893","WOMEN REGULAR","CATHERINE MALANDRINO ROMANCE DE PROVENCE  3.4EDP","CATHERINE MALANDRINO",10,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ca9",45,"1895","1895","WOMEN REGULAR","YSL MANIFESTO L'ECLAT  3.0EDT  NO CELLO","YVES SAINT LAURENT",10,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620caa",44,"1917","1917","WOMEN REGULAR","RALPH FRESH  3.4EDT","RALPH LAUREN",4,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cab",10,"1937","1937","WOMEN REGULAR","GLENN PERRI ROMANTIC TOUCH 3EDP","GLENN PERRI",6,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cac",12,"1938","1938","WOMEN REGULAR","ESTELLE EWEN IN PINK  3.4EDP POUR FEMME","STELLE EWEN",8,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cad",10,"1939","1939","WOMEN REGULAR","MARINA DE BOURBON ALAFRANCAISE 1.7EDP","MARINA BOURBON",8,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cae",20,"1965","1965","WOMEN REGULAR","ESCADA MAGNETISM 1.6EDP","ESCADA",6,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620caf",50,"1987","1987","WOMEN REGULAR","BVLGARI ROSE ESSENTIELLE  3.4EDP","BVLGARI",3,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cb0",29,"2029","2029","WOMEN REGULAR","HUGO BOSS POUR FEMME 2.5EDP","HUGO BOSS",3,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cb1",16,"2030","2030","WOMEN REGULAR","JUSTIN BIEBER GIRLFRIEND 1.7EDP","JUSTIN BIEBER",4,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cb2",14,"2035","2035","WOMEN REGULAR","GUESS GIRL  3.4EDT","GUESS",9,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cb3",5,"2038","2038","WOMEN REGULAR","DARE ME BABY PHAT 1.0EDT","KIMORA LEE SIMMONS",10,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cb4",12,"2039","2039","WOMEN REGULAR","ED HARDY HEARTS & DAGGERS 1.7EDP","ED HARDY",10,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cb5",13,"2045","2045","WOMEN REGULAR","KATY PERRY KILLER QUEEN 1.7EDP","KATY PERRY",8,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/1556652014051.png","5cb674801156a35006620cb6",46.5,"2047","2047","WOMEN REGULAR","GIVINCHEY VERY IRRESISTIBLE 2.5EDP","GIVENCHY",10,0,"2019-04-17T00:34:09.118Z","2019-04-30T19:20:14.051Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cb7",25,"2049","2049","WOMEN REGULAR","SEAN JOHN UNFORGIVABLE WOMAN 4.2EDP","SEAN JOHN",6,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cb8",21,"2055","2055","WOMEN REGULAR","BURBERRY LONDON 1.0EDP","BURBERRY",10,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cb9",30,"2075","2075","WOMEN REGULAR","MICHEL GERMAIN SEXUAL 2.5EDP","MICHAEL GERMAIN",10,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cbb",20,"2082","2082","WOMEN REGULAR","GUESS MARCIANO 3.4EDP","GUESS",11,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cbc",47,"2084","2084","WOMEN REGULAR","ESTEE LAUDER KNOWING 2.5EDP","ESTEE LAUDER",3,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cbd",18,"2122","2122","WOMEN REGULAR","ESCADA ISLAND KISS LIMITED EDITION 1.6EDT","ESCADA",7,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cbe",10,"2123","2123","WOMEN REGULAR","BEVERLY HILLS POLO CLUB  3.4EDT","BEVERLY HILLS",10,0,"2019-04-17T00:34:09.118Z","2019-04-17T00:34:09.118Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cbf",11,"2269","2269","WOMEN MINI","GIORGIO ARMANI SI 0.24 EDP MINI","GIORGIO ARMANI",12,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cc0",11,"2270","2270","WOMEN MINI","GIORGIO ARMANI SI 0.24 EDP INTENSE MINI","GIORGIO ARMANI",4,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cc1",3,"2272","2272","WOMEN MINI","BURBERRY BRIT RHYTHM 0.17 EDT","BURBERRY",24,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cc2",36,"2279","2279","WOMEN MINISET","ARMANI COLLECTION 5PC CODE, SI, GIOIA, MANIA, GIO","GIORGIO ARMANI",24,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cc3",12,"2280","2280","WOMEN MINISET","VERSACE VANITAS 3PC MINI, B/L, S/G","VERSACE",10,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cc4",5,"2286","2286","WOMEN MINI","BOUCHERON JAIPUR BRACELET 0.15 EDP","BOUCHERON",6,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cc5",6,"2288","2288","WOMEN MINI","VERSACE BRIGHT CRYSTAL ABSOLU 0.17 EDP","VERSACE",19,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cc6",1,"2289","2289","WOMEN  VIALS","MANDARINA DUCK 0.053 EDT VIAL","MANDARINA DUCK",24,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cc8",3,"2326","2326","WOMEN  VIALS","YSL MANIFESTO VIAL","YVES SAINT LAURENT",24,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cc9",3,"2327","2327","WOMEN  VIALS","YSL OPIUM EDT VIAL","YVES SAINT LAURENT",24,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cca",15,"2407","2407","WOMEN MINI","CATHERINE MALANDRINO ROMANCE DE PROVENCE 8ML","CATHERINE MALANDRINO",24,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ccb",12,"2410","2410","WOMEN MINI","ENGLISH LAUNDRY NOTTING HILL 10ML SPRAY","ENGLISH LAUNDRY",9,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ccc",12,"2411","2411","WOMEN MINI","CATHERINE MALANDRINO STYLE DE PARIS 0.3","CATHERINE MALANDRINO",4,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ccd",2.5,"2428","2428","WOMEN BATH & BODY","PERRY ELLIS 360 3.0 S/G","PERRY ELLIS",18,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cce",40,"2483","2483","WOMEN REGULAR","GIVENCHY PLAY INTENSE 2.5EDP","GIVENCHY",12,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ccf",45,"2494","2494","WOMEN REGULAR","EMOZIONE 3.1EDP","SALVATORE FERRAGAMO",3,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cd0",5,"2500","2500","WOMEN MINI","PARIS HILTON EDP ROLL-ON 10 ML","PARIS HILTON",7,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cd1",9,"2516","2516","WOMEN BATH & BODY","VICTORIA SECRET DARK ANGEL 8.4 BODY LOTION","VICTORIA SECRET",6,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cd2",30,"2519","2519","WOMEN REGULAR","VICTORIAS SECRET BOMBSHELLS IN BLOOM  3.4EDP","VICTORIA SECRET",5,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cd3",48,"2520","2520","WOMEN REGULAR","MARC JACOBS DAISY DREAM FOREVER  3.4EDP","MARC JACOBS",10,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cd4",6,"2528","2528","WOMEN REGULAR","SWAROVSKI LA RIVE CASHMERE 2.5EDP","SWAROVSKI",6,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cd5",16,"2571","2571","WOMEN REGULAR","ELIZABETH TAYLOR FOREVER 3.3EDP","ELIZABETH TAYLOR",5,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cd6",68,"2577","2577","WOMEN REGULAR","LANCOME LA VIE EST BELLE 2.5EDP","LANCOME",6,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cd7",45,"2578","2578","WOMEN REGULAR","STELLA MCCARTNEY STELLA 3.3EDP","STELLA MCCARTNEY",6,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cd8",90,"2579","2579","WOMEN REGULAR","JADORE  3.4EDP","CHRISTIAN DIOR",4,0,"2019-04-17T00:34:09.119Z","2019-04-17T00:34:09.119Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cd9",5,"2597","2597","WOMEN REGULAR","VINTAGE BLOOM 1.0EDP","JESSICA SIMPSON",7,0,"2019-04-17T00:34:09.120Z","2019-04-17T00:34:09.120Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cda",25,"2600","2600","WOMEN REGULAR","JUICY COUTURE I AM JUICY 3.4EDP","JUICY COUTURE",5,0,"2019-04-17T00:34:09.120Z","2019-04-17T00:34:09.120Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cdb",24,"2614","2614","WOMEN REGULAR","VICTORIAS SECRET ANGEL ONLY 1.7EDP","VICTORIA SECRET",5,0,"2019-04-17T00:34:09.120Z","2019-04-17T00:34:09.120Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cdd",36,"2630","2630","WOMEN REGULAR","COACH SIGNATURE ROSE D'OR  3.4EDP","COACH",3,0,"2019-04-17T00:34:09.120Z","2019-04-17T00:34:09.120Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cde",16,"2634","2634","WOMEN REGULAR","CK ETERNITY 1.0EDP","CALVIN KLEIN",10,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cdf",31,"2664","2664","WOMEN REGULAR","VERSACE BRIGHT CRYSTAL ABSOLU 1.7EDP","VERSACE",4,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ce0",24,"2665","2665","WOMEN REGULAR","CK EUPHORIA 1.7EDP","CALVIN KLEIN",12,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ce1",22,"2666","2666","WOMEN REGULAR","JUICY COUTURE 1.7EDP","JUICY COUTURE",10,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ce2",16,"2668","2668","WOMEN REGULAR","BURBERRY WEEKEND 1.0EDP","BURBERRY",10,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ce3",24,"2672","2672","WOMEN REGULAR","D&G DOLCE 1.0EDP","DOLCE GABBANA",10,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ce4",8,"2677","2677","WOMEN MINI","GUCCI GUILTY 5 ML MINI","GUCCI",8,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ce5",36,"2680","2680","WOMEN REGULAR","BVLGARI OMNIA PARAIBA 2.2EDT","BVLGARI",12,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ce6",40,"2685","2685","WOMEN REGULAR","GIVENCHY YSATIS 3.3EDT","GIVENCHY",6,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ce7",25,"2686","2686","WOMEN REGULAR","BURBERRY LONDON 1.7EDP","BURBERRY",10,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ce8",34,"2688","2688","WOMEN REGULAR","BURBERRY BRIT 3.3EDP","BURBERRY",10,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ce9",18,"2691","2691","WOMEN REGULAR","BURBERRY BODY 1.1EDP","BURBERRY",12,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cea",47,"2692","2692","WOMEN REGULAR","D&G  THE ONE COLLECTOR'S EDITION 2.5EDP  RED BOX","DOLCE GABBANA",6,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ceb",15,"2712","2712","WOMEN REGULAR","USHER 1.0EDP","USHER",10,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cec",40,"2717","2717","WOMEN REGULAR","GUCCI FLORA 1.6EDP","GUCCI",5,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620ced",40,"2720","2720","WOMEN REGULAR","GIVENCHY VERY IRRESISTIBLE L'EAU EN ROSE 2.5EDT","GIVENCHY",10,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cee",38,"2721","2721","WOMEN REGULAR","ESTEE LAUDER MODERN MUSE LE ROUGE 1.7EDP","ESTEE LAUDER",10,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cef",40,"2723","2723","WOMEN REGULAR","GIVENCHY DAHLIA NOIR L'EAU  3.0EDT","GIVENCHY",7,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cf0",47,"2735","2735","WOMEN REGULAR","RALPH LOVE  3.4EDT","RALPH LAUREN",4,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cf1",24,"2757","2757","WOMEN REGULAR","ISSEY MIYAKE ABSOLUE 1.6EDP","ISSEY MIYAKE",12,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cf3",15,"2820","2820","WOMEN REGULAR","PARIS HILTON PASSPORT  3.4EDT","PARIS HILTON",3,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cf4",25,"2822","2822","WOMEN REGULAR","ESCADA ISLAND KISS LIMITED EDITION 3.3EDT","ESCADA",10,0,"2019-04-17T00:34:09.126Z","2019-04-17T00:34:09.126Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cf5",14,"2839","2839","WOMEN REGULAR","CABOTINE DE GRES  3.4EDP","CABOTINE",10,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cf6",22,"2840","2840","WOMEN REGULAR","CK EUPHORIA GOLD 1.7EDP","CALVIN KLEIN",3,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cf7",35,"2842","2842","WOMEN REGULAR","JIMMY CHOO 3.3EDP","JIMMY CHOO",11,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cf8",38,"2843","2843","WOMEN REGULAR","VERSACE VERSENSE  3.4EDT","VERSACE",3,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cf9",12,"2848","2848","WOMEN REGULAR","GEMINA B SUBLISSIME NIGHT 2.5EDP","GEMINA B",8,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cfa",22,"2871","2871","WOMEN REGULAR","BURBERRY BRIT RHYTHM  3.0EDT","BURBERRY",10,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cfb",37,"2880","2880","WOMEN REGULAR","D&G  The One Lace Edition 1.6EDT","DOLCE GABBANA",3,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cfd",16,"2921","2921","WOMEN REGULAR","BRITNEY SPEARS CURIOUS IN CONTROL 3.3EDP","BRITNEY SPEARS",4,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cfe",46,"2954","2954","WOMEN REGULAR","ESTEE LAUDER PLEASURES INTENSE  3.4EDP","ESTEE LAUDER",4,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620cff",38,"2961","2961","WOMEN REGULAR","D&G  THE ONE DESIRE INTENSE 1.6EDP","DOLCE GABBANA",7,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620d00",45,"2965","2965","WOMEN REGULAR","GUCCI FLORA EAU FRAICHE 2.5EDT","GUCCI",12,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620d01",17,"2967","2967","WOMEN REGULAR","JIMMY CHOO ILLICIT FLOWER 1.3EDT","JIMMY CHOO",10,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620d02",9,"2972","2972","WOMEN MINI","W VICTORIA SECRET INTRIGUE ROLLER WM EDP 0.23 OZ","VICTORIA SECRET",14,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620d03",8,"2973","2973","WOMEN MINI","W VICTORIA SECRET VERY SEXY NOW  WM EDP 0.23 OZ","VICTORIA SECRET",5,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620d04",10,"2974","2974","WOMEN MINI","VICTORIA SECRET PINK PUMMELO  EDP WM 0.23 MINI","VICTORIA SECRET",24,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620d05",6,"2976","2976","WOMEN MINI","W VICTORIA SECRET VERY SEXY NOW ORANGE  WM MINI EDP 0.23 OZ","VICTORIA SECRET",3,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620d06",8,"2977","2977","WOMEN MINI","VERY SEXY NOW BLUE .23EDP MINI","VICTORIA SECRET",17,0,"2019-04-17T00:34:09.127Z","2019-04-30T01:13:17.222Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620d07",8,"2980","2980","WOMEN BATH & BODY","VICTORIA SECRET TROPICAL CITRUS BODY LOTION 10 OZ","VICTORIA SECRET",12,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620d08",27,"2985","2985","WOMEN REGULAR","VICTORIA SECRET VERY SEXY NOW  1.7 BLUE BOX","VICTORIA SECRET",10,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620d09",35,"2991","2991","WOMEN REGULAR","MICHAEL KORS VERY HOLLYWOOD 1.7EDP","MICHAEL KORS",3,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620d0a",13,"3009","3009","WOMEN REGULAR","CK ONE RED 1.7EDT","CALVIN KLEIN",12,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620d0b",55,"3012","3012","WOMEN REGULAR","MARC JACOBS DIVINE DECADENCE  3.4EDP","MARC JACOBS",4,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620d0c",17,"3015","3015","WOMEN REGULAR","BURBERRY BRIT RHYTHEM 1.6EDT","BURBERRY",9,0,"2019-04-17T00:34:09.127Z","2019-04-17T00:34:09.127Z"
